job_id,job_title,date_downloaded,approach,grade,search_term,count,eo,heo_seo,g7
1631116,Band B2 - Debt Function Performance Analyst (Ref: 3769),2019-04-26,External,"Higher Executive Officer, Senior Executive Officer",analy,TRUE,TRUE,TRUE,FALSE
1631186,Business Analyst (Ref: 26031),2019-04-26,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631186,Business Analyst (Ref: 26031),2019-04-26,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631186,Business Analyst (Ref: 26031),2019-04-26,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631208,"C5H027, Research Analysts, International Terrorism, National Security Research Group, SEO/FCO C5, Open to TP HEO/FCO C4",2019-04-26,Across government,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1626296,Service Fulfilment Analyst,2019-04-29,Across government,Executive Officer,analy,TRUE,TRUE,FALSE,FALSE
1630765,Capability Analyst,2019-04-27,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1630765,Capability Analyst,2019-04-27,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1630765,Capability Analyst,2019-04-27,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631196,SSO/SStO Analyst roles in Capital Analysis Unit,2019-04-27,Across government,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631264,Junior Business Analyst (Ref: 26033),2019-04-27,External,Higher Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631264,Junior Business Analyst (Ref: 26033),2019-04-27,External,Higher Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631264,Junior Business Analyst (Ref: 26033),2019-04-27,External,Higher Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631388,Graduate Analyst,2019-04-27,External,Other,analy,TRUE,TRUE,FALSE,FALSE
1631388,Graduate Analyst,2019-04-27,External,Other,analy,TRUE,TRUE,FALSE,FALSE
1631388,Graduate Analyst,2019-04-27,External,Other,analy,TRUE,TRUE,FALSE,FALSE
1631414,Capability Analyst (Loan),2019-04-27,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631414,Capability Analyst (Loan),2019-04-27,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631414,Capability Analyst (Loan),2019-04-27,External,Senior Executive Officer,analy,TRUE,TRUE,TRUE,FALSE
1631500,EU Exit Digital Portfolio Analyst,2019-04-27,External,Grade 7,analy,TRUE,TRUE,FALSE,TRUE
