job_id,job_title,date_downloaded,approach,grade,search_term,count,eo,heo_seo,g7
1565079,Senior Data Scientist / Data Scientist,2018-02-13,External,"Senior Executive Officer, Grade 7",data scien,TRUE,TRUE,TRUE,TRUE
1589836,"Delivery Manager, Data Science and Internal Digital Services",2018-08-23,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1603010,Senior Data Scientists and Data Scientists,2018-10-13,External,"Senior Executive Officer, Grade 7",data scien,TRUE,TRUE,TRUE,TRUE
1565926,Data Scientist,2018-01-02,Across government,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1564140,Lead Data Scientist,2018-02-08,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1583339,"Data Scientist, Team Leader",2018-05-08,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1583344,"Data Scientist, SEO",2018-05-08,Across government,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1583351,"Data Scientist, HEO",2018-05-08,Across government,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1568426,Senior Data Scientist,2018-01-11,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1595555,Data Science Training Associate,2018-08-06,External,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1589063,"SEO Business Analyst, Data Science and Internal Digital Services",2018-06-28,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1600463,G7 Principal Data Scientist,2018-09-15,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1583063,Senior Data Scientist / Data Scientist,2018-05-17,External,"Senior Executive Officer, Grade 7",data scien,TRUE,TRUE,TRUE,TRUE
1601157,Data Scientist,2018-09-17,Across government,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1574678,SEO Analytic Data Scientist,2018-02-27,Across government,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1595989,Teachers Analysis Division G7 Data Scientist,2018-08-14,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1600715,SEO Senior Data Scientist,2018-09-15,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1577920,SG/B1/Aberdeen/Fisheries Data Scientist,2018-03-27,Across government,Executive Officer,data scien,TRUE,TRUE,FALSE,FALSE
1605290,Head of Data Science and HR - Analytical Services,2018-10-18,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1592614,Data Scientist,2018-07-20,External,Executive Officer,data scien,TRUE,TRUE,FALSE,FALSE
1573926,Data Scientist,2018-02-20,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1573249,G7 Data Scientist- Institute for Apprenticeships,2018-02-13,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1578639,Higher Data Scientist,2018-03-28,Across government,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1591684,PB5 Registrar & Assurance Data Scientist,2018-07-12,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1604672,"Data Scientist (Maths, Computer Science)",2018-10-13,External,"Higher Executive Officer, Senior Executive Officer",data scien,TRUE,TRUE,TRUE,FALSE
1577013,Team Leader: Business Intelligence and Spatial Data Science (Ref: 17042),2018-03-14,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1576848,Senior Analyst/Data Scientist,2018-03-13,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1580111,Data Scientists,2018-04-10,External,"Higher Executive Officer, Senior Executive Officer, Grade 7",data scien,TRUE,TRUE,TRUE,TRUE
1604065,Data Science Training Associate,2018-10-10,External,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1590691,Senior Data Scientist,2018-07-04,External,Other,data scien,TRUE,TRUE,FALSE,FALSE
1569976,Senior Data Scientist,2018-01-18,Across government,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1601012,Data Scientist,2018-09-18,External,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1600335,SEO Data Scientist,2018-09-13,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1605844,Senior Data Scientist,2018-10-20,External,Other,data scien,TRUE,TRUE,FALSE,FALSE
1578183,Graduate Data Scientist,2018-03-23,External,Executive Officer,data scien,TRUE,TRUE,FALSE,FALSE
1584586,Head of Data Science,2018-05-17,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1578184,Graduate/ Postgraduate Data Scientist,2018-03-23,External,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1578186,Senior Data Scientist,2018-03-23,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1566739,919-KC-17951185-EXT-Senior Public Health Data Scientist,2017-12-12,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1567629,Senior Data Scientists / Data Scientists (G6 / G7),2017-12-20,External,"Grade 7, Grade 6",data scien,TRUE,TRUE,FALSE,TRUE
1593928,Operational Researcher/Statistician/Data Scientist (HSO/HStO),2018-07-26,External,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1600438,Data Scientist,2018-09-12,Across government,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1564462,Band Bb/SEO Senior Data Scientist (Ref: 14664),2017-11-22,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1584161,Higher Data Scientist,2018-05-11,External,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1576735,Senior Analyst/Data Scientist,2018-03-10,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1581607,Lecturer (Data Science),2018-04-20,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1567678,Academic Data Scientists,2017-12-20,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1599648,Senior Data Scientist,2018-09-05,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1599659,Graduate/ Postgraduate Data Scientist,2018-09-05,External,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1569754,919-KC-17895788-EXT-Principal Data Scientist,2018-01-16,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1586536,Data Scientist,2018-05-31,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1605306,Senior Property Analyst/Data Scientist(Ref: 21831),2018-10-17,Across government,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1593262,Property Analyst/Data Scientist (Ref:19734),2018-07-19,Across government,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1582029,Senior Data Scientist,2018-04-24,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1575048,Band Bb (SEO) Senior Data Scientists or Engineers (SSO/SStO) (Ref:16588),2018-02-24,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1568033,Data Scientist,2017-12-22,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1590771,Data Scientist,2018-06-30,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1593718,Band A - Senior Data Scientist (Ref: 2798),2018-07-21,External,"Grade 7, Grade 6",data scien,TRUE,TRUE,FALSE,TRUE
1585506,SG/B1/Aberdeen/Fisheries Data Scientist EXT,2018-05-22,External,Executive Officer,data scien,TRUE,TRUE,FALSE,FALSE
1572193,G7 Senior Data Scientist,2018-02-10,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1572747,Lead Data Scientist,2018-02-07,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1586081,Data Scientist/Analyst (Ref:18687),2018-05-25,Across government,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1585763,Senior Specialist - Geospatial Data Scientist (5F0230),2018-05-23,External,Other,data scien,TRUE,TRUE,FALSE,FALSE
1595857,Lead Data Scientist,2018-08-04,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1582349,Band Db (EO) Data Scientists Ministry of Justice. Analytical Services (SO/StO/RO) (Ref: 18093),2018-04-26,External,Executive Officer,data scien,TRUE,TRUE,FALSE,FALSE
1582361,Band Cb (HEO) Data Scientists Ministry of Justice. Analytical Services (HSO/HStO/HRO) (Ref: 18087),2018-04-26,External,Higher Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1592906,Associate Data Scientist,2018-07-17,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1558234,Data Scientists,2017-11-16,External,"Higher Executive Officer, Senior Executive Officer, Grade 7",data scien,TRUE,TRUE,TRUE,TRUE
1562421,Senior Performance Analyst and Data Scientist (Ref: 13518),2017-11-16,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1605950,Data Scientist,2018-10-22,External,Senior Executive Officer,data scien,TRUE,TRUE,TRUE,FALSE
1605303,"Delivery Manager x2, Data Science and Internal Digital Services",2018-10-23,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606292,CMA951 Data Scientist,2018-10-24,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606292,CMA951 Data Scientist,2018-10-24,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606292,CMA951 Data Scientist,2018-10-24,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606293,"CMA948 Assistant Director of Data Science, Head of Engineering",2018-10-24,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606293,"CMA948 Assistant Director of Data Science, Head of Engineering",2018-10-24,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606293,"CMA948 Assistant Director of Data Science, Head of Engineering",2018-10-24,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606295,"CMA949 Assistant Director of Data Science, Lead Technical Expert",2018-10-24,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606295,"CMA949 Assistant Director of Data Science, Lead Technical Expert",2018-10-24,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606295,"CMA949 Assistant Director of Data Science, Lead Technical Expert",2018-10-24,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606296,CMA947 Director of Data Science,2018-10-24,External,SCS Pay Band 1,data scien,TRUE,TRUE,FALSE,FALSE
1606505,Senior Research Leader - Spatial Analysis & Data Science,2018-10-24,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606505,Senior Research Leader - Spatial Analysis & Data Science,2018-10-24,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1605993,"Product Manager, Data Science and Internal Digital Services",2018-10-27,Across government,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606136,Senior Data Scientist,2018-10-25,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606136,Senior Data Scientist,2018-10-25,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606136,Senior Data Scientist,2018-10-25,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606681,HMICFRS Grade 6 Data Scientist (FTA),2018-10-31,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606681,HMICFRS Grade 6 Data Scientist (FTA),2018-10-31,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606681,HMICFRS Grade 6 Data Scientist (FTA),2018-10-31,External,Grade 6,data scien,TRUE,TRUE,FALSE,TRUE
1606798,G7 Data Science Analyst - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606798,G7 Data Science Analyst - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606798,G7 Data Science Analyst - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
1606832,G7 Analyst: Data Science - Institute for Apprenticeships,2018-10-31,External,Grade 7,data scien,TRUE,TRUE,FALSE,TRUE
