postcode,long,lat
NR32 1RW,1.73235886823105,52.4895230857401
B79 7JJ,-1.688846,52.632975
S40 1TJ,-1.44617705282331,53.2341086010928
ST5 1RS,-2.23935122648084,53.0154083434545
WV15 6BP,-2.412078,52.533081
YO18 7NT,-0.67001,54.359123
B68 8DH,-2.014322,52.483159
DT11 8AS,-2.121171,50.876302
PE1 1NG,-0.246249,52.5702
RG20 7EX,-1.401776,51.479155
NG34 8HG,-0.490962,53.036357
AB11 5EZ,-2.088069,57.144449
CT1 1EZ,1.086735,51.283841
CT11 9EW,1.415221,51.332416
CT16 1NN,1.310095,51.130239
CT9 1LB,1.382713,51.385811
ME10 4BP,0.736677,51.339023
EC3 4AB,NA,NA
ME15 6AW,0.526516,51.272625
B91 2AA,-1.777474,52.415861
BD1 4RP,-1.75221,53.800723
CW1 6GJ,-2.416207,53.091822
AB42 1DG,-1.772901,57.504689
CV11 6QN,-1.399176,52.493299
PA31 8RS,-5.427816,56.034119
SW1A 2HR,-0.122191,51.505646
SP9 7EP,-1.665719,51.239078
CV1 2WT,-1.508122,52.400997
IV15 9XB,-4.449987,57.601318
BA13 3PX,-2.191352,51.252404
NE48 1ER,-2.580191,55.233987
SW1H 0TL,-0.135189,51.497877
NE98 1BA,-1.614988,54.941776
S12FD,-1.466931,53.383381
EH3 9QA,-3.208181,55.943576
EH12 9DN,-3.359951,55.946288
Y01 7PX,NA,NA
CO2 9LL,0.894365470967742,51.8697388860215
DA8 1EW,0.165605,51.492276
KY11 2XH,-3.449462,56.032695
NG23 5NN,-0.910076,53.019003
RH1 1DS,-0.177629,51.241461
MK44 3ST,-0.42184,52.118489
SA7 0AN,-3.907881,51.669156
LE15 7BX,-0.671635,52.71043
EH12 9FJ,-3.342917,55.923657
IV1 1ER,-4.23434030743244,57.4837557905404
LS19 7AY,-1.686455,53.869795
EH3 7HL,-3.21515,55.94937
SA12 7NN,-3.820086,51.59952
OX25 1NZ,-1.114282,51.852235
SW1P 4DL,-0.130616,51.493793
NG31 7TJ,-0.641700206222222,52.9144325386666
CW1 2LQ,-2.445088,53.097848
LA1 1JW,-2.803588,54.050848
M1 5LD,-2.23620500806452,53.4776250060484
PR1 1LX,-2.697967,53.761519
AB23 8DU,-2.086361,57.180461
ME14 2NA,0.519278,51.288403
DE74 2HN,-1.31143,52.826534
BH15 2BQ,-1.98336,50.719444
BR6 6EU,0.107586,51.356479
CF10 1EP,-3.178621,51.476661
CO1 1XD,0.892441,51.900761
EC1M 6BY,-0.104727,51.520295
NG2 3AQ,-1.1469,52.94707
BT28 3NF,-6.08726673615308,54.5227422024169
HP22 5NX,-0.743403,51.781045
PA31 8SQ,-5.486362,56.060885
S3 7DQ,-1.472901,53.385745
PR1 1HB,-2.697903,53.761313
BS1 5HA,-2.59336551720048,51.4534188422302
S71 1NU,-1.474159,53.571634
BH6 4BJ,-1.78984,50.720614
CO12 4SR,1.255433,51.947321
IP11 3RF,1.32807,51.945867
BH20 6LY,-2.24077,50.70167
CF37 1BW,-3.330548,51.59855
BS1 6AG,-2.586632,51.449555
BS21 6FW,-2.840985,51.438683
GL20 5TT,-2.164809,51.986915
TA6 3HJ,-3.003759,51.130762
PH1 3EN,-3.478948,56.445919
BN2 0LN,-0.133712,50.822947
BN3 7GA,-0.205244,50.836228
TN37 6LJ,0.558143,50.858456
G84 8LA,-4.779277,56.016713
IV1 2TD,-4.23434030743244,57.4837557905404
BS10 5NB,-2.592962,51.49727
NR33 0HT,1.739729,52.458291
NE38 7SF,-1.536068,54.900792
IV32 7LL,-3.132947,57.617035
E14 2BQ,-0.019015655211913,51.506272504582
B1 1AA,-1.90862826013514,52.4802876891892
BH15 1AU,-1.982341,50.717178
BN15 9BB,-0.322068,50.829971
CA3 0HA,-2.951507,54.924235
CB1 0AH,0.137179,52.192254
CF72 8EX,-3.372736,51.543373
CR4 1NL,-0.139497,51.400133
CW11 1HJ,-2.362366,53.145555
DG8 0QE,-4.814898,54.878813
DN31 1BL,-0.085012,53.565406
EX1 1AE,-3.531867,50.722796
G64 3BU,-4.227582,55.908538
LL65 3PA,-4.500256,53.275152
NN14 1EU,-0.739242,52.363346
OX26 2JJ,-1.163444,51.898898
PO14 1AU,-1.190649,50.829785
TR15 1AF,-5.229658,50.234992
L1 7XS,-2.98042350343249,53.4024168878719
SW1P 4JA,-0.128717,51.493367
BA14 8XR,-2.211519,51.319115
BH15 1NZ,-1.985217,50.715883
BH24 1HY,-1.790689,50.846413
DT4 8TG,-2.459983,50.607449
GU14 7NP,-0.752319,51.296361
PL4 0AJ,-4.133116,50.371393
PO12 1RR,-1.126031,50.794688
PO6 3DR,-1.06745,50.842229
PO9 2AR,-0.98285,50.855596
SN1 2HY,-1.780119,51.561801
SN10 1AE,-1.99201,51.351578
SN15 3LH,-2.11071,51.454264
SO14 2HP,-1.397039792,50.9076818422857
SO23 8GA,-1.31643,51.06639
SO41 9AQ,-1.539378,50.759076
SO45 6ZL,-1.399903,50.869528
SP10 3AJ,-1.491419,51.206119
SP2 7RW,-1.800248,51.070995
SA73 3HB,-5.052985,51.70786
IP27 9PN,0.550689,52.395171
PE1 1QG,-0.238458,52.574616
IP33 3RN,0.698248,52.248046
GU10 4LG,-0.845528,51.179137
PO8 0QE,-0.980611,50.958893
PL1 3HQ,-4.157756,50.369239
SA14 8YP,-4.08739,51.697981
GL16 8BA,-2.617461,51.794667
EX6 7XR,-3.580363,50.65164
SW1H 0NN,-0.1318,51.49901
CH6 5BB,-3.1451105,53.249552375
CH7 1LH,-3.135938,53.170011
LD1 5HU,-3.376856,52.238439
LD3 7HL,-3.38899,51.943366
LL40 1BP,-3.880663,52.742543
SY16 2PZ,-3.318607,52.513608
BT18 9RA,-5.842465,54.63077
DD1 1NZ,-2.975455,56.460252
KA7 2RZ,-4.63029933297063,55.4473561262242
WV1 4JX,-2.13412,52.58567
PL4 9LT,-4.13315,50.372166
TS5 4AD,-1.270578,54.563563
SW1E 5ND,-0.143849,51.496414
BT20 5ED,-5.666989,54.663987
CF39 9RB,-3.405856,51.611023
CF64 3DA,-3.173374,51.434118
NP4 6QX,-3.062536,51.709728
SA11 1LY,-3.805882,51.662182
SA13 1LX,-3.782595,51.59568
SA61 1BH,-4.967037,51.800875
G4 0BT,-4.252409,55.868164
OX13 6JB,-1.303825,51.686273
NN7 3BB,-0.926694433128835,52.2091993680982
S33 0BD,-1.690658,53.34738
BA22 8HW,-2.63953,51.017853
CO12 4SX,1.255499,51.947427
PO6 3XB,-1.072297,50.839174
BT4 3SH,-5.831826,54.601639
SW1H 9AE,-0.133749536842105,51.4979181473684
RG25 1QT,-1.16199913421053,51.2273678263158
NE2 4NP,-1.631777,54.979927000000004
OX5 1RE,-1.311824,51.82741
DL9 4HE,-1.71584,54.372916
MK44 2FQ,-0.425650853435115,52.1964576519084
L23 8SY,-3.055075,53.497113
TN6 1UB,0.129241,51.046881
BS34 8SJ,-2.56646520989144,51.5236509264173
WD18 0GA,-0.400218,51.65615
SO21 3EN,-1.329186,51.118852
HG4 2RD,-1.550021,54.144763
BB10 3AA,-2.231176,53.794185
BB2 2LE,-2.487024,53.742956
BB4 6NL,-2.322966,53.702555
BB5 4AQ,-2.381716,53.758576
BB9 7QH,-2.211048,53.839365
FY4 3AP,-3.040419,53.798657
FY7 6UJ,-3.022355,53.91539
LA4 4TA,-2.858898,54.060524
PR1 3XP,-2.693864,53.7574
PR1 6US,-2.67933,53.772161
LE11 3EY,-1.206406,52.769386
TS1 2AD,-1.227435,54.574762
TW11 0JZ,-0.344864,51.426773
EH1 3YY,-3.189294,55.953756
CM2 5PB,0.509292,51.749519
GL6 8GA,-2.135691,51.711322
LE18 4UY,-1.139753,52.584044
RH6 9ST,-0.137735,51.156057
SO21 1BX,-1.239246,51.104008
E1 8DT,-0.072707,51.512505
N1 4BZ,-0.077347,51.545359
SW17 7TN,-0.161907,51.434263
KW14 7TY,-3.737747,58.579672
YO10 5DD,-1.053544,53.948419
SE18 4BW,0.054333,51.484899
BN12 4XE,-0.430614,50.812605
LD3 7YN,-3.304139,51.899614
LS2 9UA,-1.54732794578313,53.8025391475904
SA6 6DP,-3.930616,51.668173
TA1 2DN,-3.078378,51.023501
SW1P 3BD,-0.128043,51.500335
RM14 3NS,0.283225,51.551829
NN7 2HX,-0.840283,52.157669
EH1 1DG,-3.19411617575758,55.950425930303
SW1E 5LE,-0.139648065217391,51.4976048478261
NR1 2DQ,1.306772,52.614364
SW1A 0AA,-0.124663,51.49984
CA11 9RR,-2.796769,54.756003
SP4 0JE,-1.756781,51.164817
HS1 2BA,-6.390684,58.208003
CM1 3AE,0.447,51.723405
DN6 7DU,-1.172191,53.578448
L36 6JF,-2.81392,53.403916
NN7 4PP,-1.087782,52.232807
ST16 2RF,-2.124505,52.812621
WV10 7JD,-2.113836,52.640529
G52 1DH,-4.324252,55.849904
L69 3HS,-2.976431,53.380332
M5 3EB,-2.283255,53.466389
LA22 0QJ,-3.023253,54.340672
SN15 4TR,-1.968999,51.511156
LN1 2ST,-0.542081,53.300537
G84 0HL,-4.835609,55.98413
YO1 9SB,-1.081121,53.956174
PH33 6RQ,-5.12097,56.811839
BS5 0AD,-2.55187298152425,51.4620272856044
SW1H 9DA,-0.13132,51.500171
WC1E 7HT,-0.130687,51.520925
SW1H 9EA,-0.134909,51.499437
SO43 7BU,-1.56437,50.875338
S3 8NH,-1.466972,53.386114
LU1 2ER,-0.415224,51.880862
SG1 1EZ,-0.200661,51.904087
SS1 2AP,0.7157,51.53743
SS14 1JE,0.458789,51.57148
TN23 1HT,0.876245,51.144701
TN9 1DU,0.273321,51.194339
TW1 3SZ,-0.329453,51.4482
W3 7JL,-0.247651,51.50837
DL9 3BA,-1.724275,54.376289
HU2 8BG,-0.33729,53.747514
BT1 3GN,-5.923568,54.596824
DH1 5ZL,-1.582421,54.791011
L3 9BD,-2.996498,53.41108
CF14 4YJ,-3.197866,51.506921
GL1 1DG,-2.2399,51.866192
HG3 2SE,-1.597654,53.995225
SA43 2BU,-4.560533,52.134154
E8 1DZ,-0.056389,51.546102
ST18 0GU,-2.084722,52.815095
HP13 6EX,-0.739101,51.6294
PH22 1QU,-3.758218,57.1797
LS1 2SL,-1.553797,53.798199
PO12 2NG,-1.160932,50.78847
WC1H 0AL,-0.127965,51.522977
YO10 4PA,-1.074394,53.943359
PL1 4SE,-4.178306,50.370879
BN9 0EH,0.05584,50.798431
OX11 0QS,-1.25176043510738,51.5994779841271
GU11 2HP,-0.778859,51.268027
EX1 2DQ,-3.520884,50.728381
WC2R 2LS,-0.116253,51.511612
CB21 5XH,0.191415,52.185936
NG21 9JL,-1.095519,53.164842
NW1 2BE,-0.133943,51.525896
SW1A 2DD,-0.127149,51.50702
YO18 7EL,-0.77207,54.24142
EC2A 3NH,-0.079996,51.523541
BN12 4XJ,-0.429236919825073,50.8139831559767
LS1 2JY,-1.547579,53.797619
DL11 6AH,-1.827199,54.360787
YO31 7EE,-1.074303,53.966062
EH2 4SD,-3.210111,55.948984
CR0 2RJ,-0.107018,51.381753
LN4 4FJ,-0.290381,53.081489
EH3 7UL,-3.212793,55.951316
BS1 6PL,-2.584303,51.448559
PL1 1EG,-4.15365767162471,50.3705399713959
LS19 7YA,-1.673146,53.864214
B26 3QN,-1.752465,52.450046
CA6 5LX,-2.970628,55.009193
SW1A 2EH,-0.12416,51.50549
PR40TF,-2.823425,53.825759
RH6 0PJ,-0.177974,51.160828
TW6 3XB,-0.447373,51.459667
CF24 0JH,-3.160929,51.484561
KY11 2AX,-3.438586,56.028105
HA6 3EZ,-0.406986,51.619181
G83 7AZ,-4.777465,56.162241
PR5 8BX,-2.650784,53.718839
DD1 1QB,-2.975889,56.461371
LN5 0RL,-0.677194,53.075881
DD7 7RY,-2.780592,56.484423
IV19 1PE,-3.993491,57.810959
B3 2QA,-1.897029,52.482399
KA151TJ,-4.62654513191489,55.7483085829787
G2 2BA,-4.258689,55.863145
IV1 1ES,-4.227918,57.479375
EH1 3XD,-3.19411617575758,55.950425930303
PO2 7AE,-1.087992,50.809928
G84 9HL,-4.709503,56.007965
IP26 5EP,0.70476,52.495735
HA46NG,-0.409419,51.558046
KA15 1JT,-4.627164,55.736749
PR4 2RN,-2.873205,53.774905
L3 9BP,-2.996175,53.410138
S1 2GQ,-1.472676,53.382059
CH41 6NU,-3.019637,53.393518
TA5 1HJ,-3.168314,51.121991
LN1 2TR,-0.551949,53.298931
EX31 1DR,-4.0624,51.079988
TQ1 3EQ,-3.533764,50.472410000000004
SW1P 2DY,-0.134529,51.496032
CF31 4AA,-3.580007,51.505038
G51 1EA,-4.294247,55.858556
CM24 1RW,0.261741,51.889938
TF17GY,-2.45879,52.722903
WF1 1LR,-1.497452,53.680331
BS34 7QW,-2.570711,51.533463
HP225PG,-0.727892,51.774854
BB11 1AG,-2.242094,53.792132
TS1 2BA,-1.229511,54.576222
SW7 1SE,-0.163264,51.502268
WC2R 1DH,-0.113882,51.513183
TF1 7GY,-2.45879,52.722903
GL10 3UJ,-2.274564,51.708441
Sl4 1HS,-0.611936,51.477548
WV7 3PZ,-2.279105,52.632307
OL1 1BN,-2.11289,53.539891
NG1 1EL,-1.14456,52.95569
LL17 0HQ,-3.478156,53.257877
IP270TJ,0.669823,52.458481
SN1 1SZ,-1.78207729704301,51.5565416989247
TQ2 5UX,-3.531311,50.465409
ST15 0QN,-2.21708,52.891999
SY4 1BH,-2.926468,52.759178
LL19 7TE,-3.416856,53.336686
CR9 2by,-0.098363,51.378385
EC2M 7LS,-0.085779,51.518746
SP9 7BT,-1.670814,51.233679
EH1 3YT,-3.190173,55.954197
NW1 3DP,-0.139304,51.525235
BA12 9DT,-2.15996,51.203463
IP24 2DJ,0.737299,52.389556
NP26 5XL,-2.764427,51.616611
B976QQ,-1.95423755099503,52.2997252437811
BS1 1DB,-2.595467,51.455176
SA1 5AG,-3.942962,51.622117
BD1 1LB,-1.75451,53.791641
LS27 7LE,-1.629036,53.747329
S3 8LU,-1.46503,53.385189
ME12 4AA,0.850992,51.394959
PO16 7AD,-1.173999,50.855253
SW1W 8NR,-0.155313,51.491864
EH11 4XD,-3.25229695353748,55.932716531151
LE5 3DR,-1.112902,52.638344
TR1 2PU,-5.050717,50.262213
BS1 6EA,-2.582424,51.450369
IV36 0UH,-3.6071550967033,57.6096638659341
BN3 1TL,-0.149485,50.832671
LN1 3AA,-0.539138,53.23458
NE65 7UP,-1.911279,55.308998
NR7 0HS,1.36526,52.629066
CW1 2DT,-2.438755,53.097683
SA6 7HG,-3.945445,51.669997
KA8 0BD,-4.61244466294228,55.4717599162011
BN21 3LG,0.281748,50.771516
CT20 2TP,1.167465,51.079064
CA14 4AS,-3.54234,54.64397
CA3 8QH,-2.935533,54.897516
B45 9UA,-1.994254,52.395878
B4 6NF,-1.894445,52.483301
SA1 2AW,-3.940599,51.62462
B26 3DU,-1.793669,52.455204
B5 4UU,-1.898516,52.476224
CV1 2SN,-1.50644,52.405584
DY1 1RR,-2.08755,52.509426
WV1 3LQ,-2.122132,52.584361
DE4 5LZ,-1.528518,53.150982
SW1A 2HD,-0.123846,51.506041
B4 7NA,-1.894156,52.483089
DY5 1LN,-2.116189,52.485883
WS1 1JQ,-1.97796,52.584825
SN13 9ET,-2.212909,51.418676
WC1A 2EB,-0.122152,51.519206
BN21 3UH,0.280779,50.770523
LL57 1EP,-4.122301,53.228817
TW15 3JZ,-0.48285,51.432921
LN1 3NQ,-0.548009,53.239466
DE21 7BB,-1.428008,52.910287
AL4 9HQ,-0.28518,51.778321
TN14 7AD,0.149872,51.33133
CB1 1EG,0.130606,52.204413
SW1H 9AG,-0.134625,51.500035
S3 8NY,-1.47399098312236,53.3874434599156
EH12 7TF,-3.290084,55.94036
DG1 3ES,-3.595308,55.069689
ST5 2DG,-2.23935122648084,53.0154083434545
WN2 5TH,-2.576949,53.517752
CB8 9YL,0.507276,52.138926
MK9 2YH,-0.766292,52.041038
M90 3RR,-2.272621,53.365506
SG1 1JQ,-0.1951911302589,51.9128447540453
KA151JT,-4.627164,55.736749
LL14 6RN,-3.064453,52.986405
L3 1ES,-2.984332496337,53.4082801007326
BS1 5TL,-2.602413,51.451472
SA13 1SB,-3.78595,51.590648
CB2 0QW,0.139114,52.173741
TS3 6RT,-1.220707,54.577877
NE1 3BD,-1.596569,54.971389
PE29 3BD,-0.186597,52.330362
SW1H 6NA,-0.133749536842105,51.4979181473684
SW1A 2WH,-0.128688,51.506748
WC1H 9AZ,-0.127523,51.527763
LL13 7YX,-3.010928,53.048801
OX1 1RZ,-1.267367,51.750231
FY3 7AT,-3.038928,53.825536
SW1A 2JL,-0.124354,51.502803
BB10 2NQ,-2.240888,53.79093
WA4 4HS,-2.645954,53.327621
L3 9AF,-2.994986,53.408854
BN1 4FR,-0.140022,50.828875
HU1 1RN,-0.337521687707641,53.7429102790698
SN1 3UZ,-1.778321,51.555433
LE11 2TW,-1.205807,52.768115
PR25 9EJ,-2.706661,53.700204
EH54 6NQ,-3.510956,55.88457
SP4 0JF,-1.75681,51.164763
TN29 9JR,0.898768,50.945761
CR9 1DY,-0.104337254295533,51.3756640996564
PH1 1RX,-3.4823210000000002,56.388805
SA5 8AN,-3.958751,51.640523
IP33 2QZ,0.709176,52.231662
LS1 2BH,-1.548902,53.799293
CT21 6HF,1.0797620000000001,51.065119
AB21 7EG,-2.194422,57.205133
CF37 1SD,-3.3343588446712,51.603370654195
DH1 5TS,-1.58518,54.788774
PO16 7SL,-1.184057,50.855278
EX1 3PB,-3.475646,50.727622
CB2 8DF,0.123489441941075,52.1864094142114
CA1 1DJ,-2.931525,54.893431
CM2 6JQ,0.480144,51.734769
BA12 0DY,-2.158371,51.21163
CV11 5RD,-1.470934,52.51911
CO4 5JL,0.899182,51.910164
CT9 1UW,1.3808,51.386388
CT1 3RH,1.068262,51.273295
IP28 8NG,0.47556,52.370214
SP2 7EP,-1.810179,51.072849
PL1 2ER,-4.141694,50.369194
TQ2 7AZ,-3.551821,50.486767
G2 7TS,-4.266288,55.861672
YO61 3EG,-1.181501,54.102566
NE33 1RG,-1.438895,54.99313
CF10 3PG,-3.18027,51.484547
SO31 7AY,-1.283582,50.884555
OL1 2JG,-2.11979,53.546689
BL9 0LN,-2.301258,53.594079
GU21 4XY,-0.571844,51.336401
M5 0LY,-2.28043,53.481217
BH20 5QF,-2.232513,50.632667
EX33 2NX,-4.188419,51.082255
PL11 3AL,-4.261948,50.360971
B4 6LG,-1.89260683246073,52.4859622931937
AL1 3HZ,-0.335898,51.751247
YO1 9WL,-1.076551,53.954692
WR3 7BT,-2.226905,52.212035
CT20 2LP,1.159249,51.076057
GL4 3RT,-2.204856,51.863802
LN2 1EW,-0.537301,53.23048
OX4 2RU,-1.208353,51.730212
PR1 3JE,-2.704416,53.753455
BB5 0PX,-2.3694,53.746526
BB2 2HL,-2.486808,53.745249
CW1 2DP,-2.438755,53.097683
ME4 4DW,0.519555,51.384027
LN5 7PS,-0.54204,53.224614
BN2 0RF,-0.135228,50.823016
BN2 0JD,-0.135442,50.822983
L36 9XY,-2.84156900738397,53.4144024335443
L17 7BQ,-2.951583,53.377036
L3 7HS,-2.995922,53.414114
L8 3SA,-2.950335,53.388534
NE29 6AR,-1.459404,54.997581
S66 1YY,-1.254186,53.421946
DE21 7BD,-1.428713,52.91242
W12 0AN,-0.239445,51.516016
M16 0PQ,-2.283606,53.460186
TF3 4HW,-2.452292,52.677369
NG15 6FY,-1.227212,53.025393
LE2 2PJ,-1.106641,52.616298
LE1 6YF,-1.130088,52.628277
DE22 3BR,-1.501454,52.927131
NG3 4JF,-1.140074,52.971721
SK8 7NU,-2.217761,53.393134
SK9 5AF,-2.236049,53.325524
G2 2XL,-4.258828,55.86393
BS4 5LA,-2.544051,51.427894
L2 5UZ,-2.988645,53.407863999999996
NR3 1RT,1.299307,52.632587
IP33 3TU,0.687067,52.248733
G4 0LQ,-4.25307999022801,55.8678945960912
WC1P 3BQ,NA,NA
WA7 2EG,-2.701584,53.336817
B4 6QT,-1.894051,52.483736
CH41 9BP,-3.0117,53.383516
WD1 8BP,NA,NA
TN1 2XP,0.268658,51.135227
NN8 4HY,-0.69717,52.300688
TN38 0ET,0.559052,50.852473
NR32 1UL,1.757928,52.484456
CM20 1DR,0.091265,51.770805
NN1 1NS,-0.896662,52.235284
BN2 9QA,-0.135393,50.824943
CM1 1PP,0.473722,51.739507
SS2 6BA,0.716825605755396,51.5508809179856
BN17 6AP,-0.537094,50.812424
RH10 8BF,-0.182708,51.11751
RM17 6XR,0.328371321428572,51.4797101447369
RH11 8PB,-0.198022,51.112064
AL10 9SJ,-0.238102,51.765908
DA11 0AT,0.364512,51.442154
AL1 3XH,-0.333462,51.750915
ME4 5QN,0.531099,51.378346
IP4 1AQ,1.155947,52.054264
PE30 1HP,0.39293,52.754027
CO1 1HL,0.899639,51.892651
TW18 1AJ,-0.502061,51.429238
NN16 8UW,-0.74516,52.406384
BN11 2BE,-0.360463,50.813835
NN8 1HF,-0.689109,52.301573
BN11 1JE,-0.374065,50.81416
BS23 9BJ,-2.957023,51.343881
LL55 1BN,-4.272231,53.141879
CB5 8RY,0.153706020491803,52.2122628483606
PE28 2EG,-0.110828,52.348155
CV32 4LX,-1.53158383801296,52.2977351609072
B97 4AB,-1.942364,52.308387
SY1 1NA,-2.750927,52.712603
TA1 1SN,-3.098715,51.01645
MK9 2YK,-0.752901333333333,52.0397776085271
TR1 2LH,-5.049051,50.262725
G2 8JQ,-4.263516,55.857139
L2 6PY,-2.986858,53.406701
NP20 2GE,-2.986461,51.582415
TN23 6JZ,0.86318,51.127627
RH12 1XH,-0.325075,51.064177
PL1 2TS,-4.144066,50.368476
GL1 2DE,-2.249397,51.863403
GL50 3PF,-2.083165,51.898989
EN8 9XB,-0.047845,51.703409
AL1 3LB,-0.336794,51.752491
LA14 5QX,-3.227592,54.116521
BB1 6DJ,-2.482482,53.749899
BB2 1AF,-2.50172650377643,53.7416217462234
FY1 5RH,-3.04711185857573,53.8152818114344
BB11 1XD,-2.247153,53.787727
BB11 2BS,-2.242126,53.787072
PR7 1DS,-2.65481530801105,53.6483951436463
LA1 1UZ,-2.803588,54.050848
LA1 1XZ,-2.797377,54.046532
PR1 2PD,-2.698526,53.759557
B15 1SD,-1.930292,52.47337
CM1 1NT,0.473167,51.735906
LL55 1RT,-4.276864,53.14126
BH21 6QS,-1.88276,50.837414
EH1 3BX,-3.19411617575758,55.950425930303
BS1 6NP,-2.590458,51.452873
WF13 2AF,-1.633446,53.696571
CF24 3UZ,-3.16250743166824,51.4875461687088
IP33 1TR,0.711013,52.248581
M5 3BS,-2.28420842713568,53.4793918375209
DL3 9BG,-1.57138238802083,54.5324382230902
SW1H 9AA,-0.132347,51.500873
EN6 3QG,-0.240853,51.688383
YO12 7AE,-0.408033,54.28152
NE38 7SD,-1.532511,54.899583
SE1 6EH,-0.099521,51.492916
M3 5BN,-2.252206,53.483519
BS1 6BU,-2.588134,51.451103
SW1h 9AJ,-0.134625,51.500035
OX4 2GX,-1.209853,51.728909
SO50 9FH,-1.352398,50.969828
ST5 2AA,-2.225233,53.013305
YO18 7LT,-0.686883,54.274443
SG1 3SS,-0.206204,51.907634
YO11 2JS,-0.404397,54.280204
IP24 1JD,0.74977,52.420624
YO1 9RE,-1.081908,53.956414
BT2 8BG,-5.929478,54.593807
ST18 0AY,-2.074025,52.832955
SO16 4GX,-1.448766,50.92331
SW1H 0NF,-0.133749536842105,51.4979181473684
B15 1SL,-1.915338,52.471841
CM20 2ET,0.092501,51.780034
SA1 5EA,-3.946211,51.622405
OX25 1NY,-1.116522,51.857988
AB10 1BJ,-2.107375,57.146051
YO32 9WN,-1.048084,53.990538
TW14 0LS,-0.414073,51.45816
TW14 0LR,-0.4126,51.458536
CV3 8EN,-1.47815635268185,52.3909014526085
BS34 8YU,-2.532409,51.517675
GU11 2AA,-0.745873,51.25392
ME15 9BZ,0.542576,51.248768
SS2 6EU,0.709729,51.543728
ME15 6NB,0.524445,51.271996
MK40 3NN,-0.475936435028248,52.1376943548022
ST18 0YA,-2.058607,52.813609
JE4 8QT,NA,NA
L20 7BE,-2.993292,53.445919
TS1 2AS,-1.234574,54.573523
N3 1BQ,-0.195491,51.600443
EN1 1TR,-0.057274,51.649494
NW10 8SB,-0.249004,51.535466
OL6 7AJ,-2.097128,53.48993
NP11 8QQ,-3.13181856780595,51.6441077045204
WC1X 8HN,-0.111382,51.518925
SE1 6AZ,-0.096536,51.498182
YO1 9WZ,-1.079647,53.955273
CB2 3AX,0.122453,52.204389
YO16 4NG,-0.20443,54.087163
HU17 9BE,-0.427261,53.8408
NG21 0HJ,-1.143101,53.130244
G2 5LP,-4.268623,55.862527
GU11 1DP,-0.76768,51.249179
OX4 2LH,-1.207764,51.72912
GU15 9PZ,-0.766623,51.330863
BR3 4LR,-0.03381,51.407975
E7 9HL,0.018612,51.545509
NW1 7HA,-0.14478,51.539125
NW2 3PS,-0.209473,51.551496
SE5 0AJ,-0.091226,51.482853
SE6 3AU,-0.022094,51.442212
SW2 2QD,-0.111488,51.445233
B97 4BT,-1.941833,52.310823
OL7 0QP,-2.121773,53.48073
M29 0JU,-2.45841980176991,53.5085129858407
PE1 3RW,-0.242591,52.597469
CM19 5AW,0.071094,51.7611
HS1 2QG,-6.384726,58.208316
IV1 1RY,-4.221305,57.485585
DL5 5RT,-1.569632,54.620363
CV11 4WX,-1.464642,52.52274
MK9 2DT,-0.765355,52.041199
B16 6FR,-1.930292,52.47337
M60 1JJ,-2.23251281981982,53.4852584459459
TS1 2AE,-1.231232,54.575209
TS1 2EP,-1.231527,54.572685
TS17 6QX,-1.30646,54.562479
TS6 6DF,-1.179332,54.579775
DE24 8BJ,-1.4530038324515,52.8893351728394
BB1 1XD,-2.453768,53.739369
M33 6FS,-2.327325,53.424534
WR1 1EQ,-2.221883,52.196949
GU2 4EE,-0.577741,51.225533
M5 0BY,-2.280431,53.4812
nE3 4DJ,-1.620986,55.00282
SA15 3AW,-4.163142,51.682104
BA20 1SW,-2.633787,50.939623
SA11 3BN,-3.799453,51.661597
M23 9LT,-2.293183,53.387922
GU11 1NY,-0.768949,51.250496
GU11 1SS,-0.759963,51.248304
PO30 5YT,-1.291445,50.701368
SW1P 3JU,-0.12625,51.497321
TW9 3JT,-0.29038,51.4775
B70 9LP,-2.004599,52.523321
BS34 7QE,-2.570711,51.533463
GL52 8SF,-2.066288,51.936142
CV32 6JG,-1.536714,52.299753
NR30 1PW,1.724933,52.613173
SN15 1GG,-2.108859,51.468571
SP1 2PN,-1.78892401188707,51.075186141159
L3 4BL,-2.979785,53.384952
TA1 2PX,-3.067996,51.014082
SW1A 1HQ,-0.132303561643836,51.5042760958904
WF2 9RF,-1.508822,53.680556
S2 2RB,-1.446624,53.370381
S65 1NN,-1.345107,53.433553
SO14 2ET,-1.403861,50.895734
LL24 0DS,-3.869105,53.101225
AB11 5QP,-2.094598,57.141747
NR31 3PL,1.70878593209876,52.5749550026455
SW1a 2NP,-0.125885,51.504113
DY10 1QR,-2.240392,52.384662
WS15 2FX,-1.932383,52.761817
WA4 4BB,-2.642662,53.330327
GU11 2DX,-0.741907,51.254822
NG1 6EH,-1.14864770866142,52.9546833307086
BS34 7QQ,-2.580489,51.509894
PR1 2QT,-2.702369,53.76348
TW9 3AB,-0.290781,51.478127
DH1 1SL,-1.576117,54.77954
KT18 6JN,-0.263365848425197,51.3161586633858
PO1 3NJ,-1.08959584328358,50.7994931012793
CO2 7SW,0.894365470967742,51.8697388860215
RH12 1XA,-0.332508880769231,51.0770852192307
DY15 1XA,NA,NA
BS1 6HR,-2.59336551720048,51.4534188422302
E15 1AS,0.00352257525510204,51.5402990714286
WD17 1HU,-0.40579431542461,51.6637650329289
